,id,Metacyc_ID,SMILES,KEGG_ID
917,917,CPD-333,O=C(O)CCCC(O)C(=O)O,C02200
918,918,CPD-1088,CC(C)(C(=O)O)C(O)C(=O)O,C01017
919,919,CPD-25754,O=C1C(O)=COC(CO)C1O,
920,920,CPD-22570,O=C1C(O)C2COC(O2)C1O,
921,921,CPD-1130,CCC(C(=O)O)C(O)C(=O)O,C01848
922,922,CPD-547,CC(O)(CC(=O)O)CC(=O)O,C03523
923,923,CPD-13131,O=C1COC(CO)C(O)C1=O,
924,924,CPD-17902,O=C1C=CCOC1(O)C(O)O,
925,925,CPD-24466,O=C1C=C(c2ccccc2)CO1,
926,926,2F1INDANONE,O=CC1Cc2ccccc2C1=O,C07424
927,927,NAPHTHALENE-12-DIOL,Oc1ccc2ccccc2c1O,C02816
928,928,CPD-16636,Oc1ccc2ccc(O)cc2c1,
929,929,1F2INDANONE,O=CC1C(=O)Cc2ccccc21,C07432
930,930,CPD-16635,Oc1ccc2c(O)cccc2c1,
931,931,CPD-18931,CCOC(=O)C(O)CC(C)C,
932,932,CPD-23608,CCCOC(=O)C(C)C(C)O,
933,933,CPD-23619,CCCC(O)C(C)C(=O)OC,
934,934,CPD-23615,CCCC(C(=O)OC)C(C)O,
935,935,ETHYL-S-3-HYDROXYHEXANOATE,CCCC(O)CC(=O)OCC,C03630
936,936,DEHYDFUC-CPD,CC(O)C(O)CC(=O)C(=O)O,C03590
937,937,2-DEHYDRO-3-DEOXY-D-FUCONATE,CC(O)C(O)C(O)=CC(=O)O,
938,938,CPD-14120,O=C1CC(O)C(O)C(O)C1O,C16634
939,939,CPD-13430,OC1OC2COC(C1O)C2O,C20808
940,940,CPD-12924,OC1C(O)C(O)C2OC2C1O,
941,941,15-ANHYDRO-D-FRUCTOSE,O=C1COC(CO)C(O)C1O,C06180
942,942,CPD-24866,CC1OC(=O)C(O)C(O)C1O,C17522
943,943,CPD-17214,CC1OC(O)C(O)C(=O)C1O,
944,944,CPD-19841,O=C1CC(O)C(O)C(CO)O1,
945,945,CPD-13130,CC(O)C(O)C(O)C(=O)C=O,
946,946,CPD-11895,CC1OC(O)C(O)C1(O)C=O,
947,947,DIETHYLPYROCARBONATE,CCOC(=O)OC(=O)OCC,C11305
948,948,CPD-12923,OC1C2COC(O2)C(O)C1O,
949,949,CPD-8938,O=CC(O)C1OCC(O)C1O,C06171
950,950,CPD-17154,CC(O)C1OC(=O)C(O)C1O,C02794
951,951,CPD-12111,O=c1cc(O)c2ccccc2o1,C20322
952,952,CPD-8186,O=c1ccc2ccc(O)cc2o1,C09056
953,953,CPD-21586,O=c1oc2ccccc2cc1O,
954,954,CPD-13969,CC1OC(O)CC(C)(O)C1O,
955,955,CPD-15617,COC(CC=O)C(O)C(C)O,
956,956,CPD-13948,COC1CC(O)OC(C)C1O,C07780
957,957,CPD-21978,C=CCc1ccc2c(c1)OCO2,C10228
958,958,CPD-8636,CC(=O)C=Cc1ccc(O)cc1,C11806
959,959,CPD-8880,CC(=O)CC(=O)c1ccccc1,
960,960,CPD-6421,COC(=O)C=Cc1ccccc1,C06044
961,961,CIS-12-DIHYDRONAPHTHALENE-12-DIOL,OC1C=Cc2ccccc2C1O,C04073
962,962,CPD-23537,CCCCC(=O)c1ccccc1,
963,963,CPD-23427,O=CC(O)C(O)C(O)C(=O)O,
964,964,CPD-22561,O=C(O)C(O)(CO)C(=O)CO,C22092
965,965,CPD-7418,O=C(O)C=Cc1ccccc1O,C01649
966,966,CPD-10797,O=C(O)C=Cc1cccc(O)c1,C12241
967,967,COUMARATE,O=C(O)C=Cc1ccc(O)cc1,C06467
968,968,ENOL-PHENYLPYRUVATE,O=C(O)C(O)=Cc1ccccc1,C02569
969,969,PHENYL-PYRUVATE,O=C(O)C(=O)Cc1ccccc1,C00161
970,970,BENZOYL-ACETATE,O=C(O)CC(=O)c1ccccc1,C06792
971,971,CPD-19557,O=C(O)C1(c2ccccc2)CO1,
972,972,CPD-14367,O=C(O)CCCc1ccccc1,C21669
973,973,CPD-1004,CC(C)c1ccc(C(=O)O)cc1,C06318
974,974,TEREPHTHALATE,O=C(O)c1ccc(C(=O)O)cc1,C06022
975,975,CPD0-1267,O=C(O)c1cccc(C(=O)O)c1,C22074
976,976,PHTHALATE,O=C(O)c1ccccc1C(=O)O,C01504
977,977,CPD-13293,CC1OC(O)C(O)C(O)C1O,C00483
978,978,CPD-24999,CC(O)C1OC(O)C(O)C1O,C02249
979,979,CPD-15618,CC(O)C(O)C(O)C(O)C=O,
980,980,CPD-11899,CC1OC(O)C(O)C1(O)CO,
981,981,CPD-16566,CC(O)C(O)C(O)C(=O)CO,C00818
982,982,CPD-15093,COC1OCC(O)C(O)C1O,
983,983,15-ANHYDRO-D-GLUCITOL,OCC1OCC(O)C(O)C1O,C07001
984,984,CPD0-1936,OCC1OC(O)C(O)CC1O,
985,985,CPD-5861,OCC1OC(O)CC(O)C1O,C00553
986,986,CPD-8882,O=CC(O)CC(O)C(O)CO,
987,987,CPD-23541,COC(=O)C(=O)c1ccccc1,
988,988,CPD-18120,O=CC=Cc1ccc(O)c(O)c1,C10685
989,989,ISOEUGENOL,CC=Cc1ccc(O)c(OC)c1,C10208
990,990,CPD-10343,CC1=C(C)C(=O)C(C)=C(C)C1=O,
991,991,CPD-8647,CC(=O)CCc1ccc(O)cc1,
992,992,CPD-23589,CCC(=O)C(O)c1ccccc1,
993,993,CPD-9947,CC=Cc1cc(OC)ccc1O,
994,994,CPD-24214,CC1(C)Cc2cccc(O)c2O1,
995,995,CPD-14529,CC(=O)OCCc1ccccc1,C12019
996,996,CPD-23585,CC(C)(O)C(=O)c1ccccc1,
997,997,CPD-6481,C=CCc1ccc(O)c(OC)c1,C10192
998,998,CPD-12762,CC(C=O)=CC=CC(C)=CC=O,C19164
999,999,CPD-19959,CCCOC(=O)c1ccccc1,
1000,1000,CPD-23538,CCCCC(O)c1ccccc1,
1001,1001,CPD-12223,C=C1C2CC(C(C)(C)C2)C1(C)C,
1002,1002,CPD-10160,CC1CCCC2(C)CCC=CC12,
1003,1003,L-XYLONATE,O=C(O)C(O)C(O)C(O)CO,C00479
1004,1004,CPD-22559,O=C(O)C(O)C(O)(CO)CO,C22091
1005,1005,CPD-18292,O=Cc1cc(C(=O)O)ccc1O,
1006,1006,CPD-142,O=C(O)C(=O)c1ccc(O)cc1,C03342
1007,1007,CPD-12218,O=C(O)CC(O)c1ccccc1,
1008,1008,CPD-5921,O=C(O)C(O)Cc1ccccc1,C05309
1009,1009,TROPATE,O=C(O)C(CO)c1ccccc1,C01349
1010,1010,CPD-18451,COc1cc(C(=O)O)ccc1C,
1011,1011,CPD-24036,CC(C(=O)O)c1ccc(O)cc1,C02896
1012,1012,PHLORETATE,O=C(O)CCc1ccc(O)cc1,C01620
1013,1013,3-HYDROXYPHENYL-PROPIONATE,O=C(O)CCc1cccc(O)c1,C11171
1014,1014,CPD-12682,O=C(O)C(=O)CC1=CC=CCC1,
1015,1015,MELILOTATE,O=C(O)CCc1ccccc1O,C01125
1016,1016,CPD-17085,C=C(C)C1CC=C(C(=O)O)CC1,C11650
1017,1017,CPD-19828,CC(O)C(O)C(O)C(O)CO,
1018,1018,CPD-22839,OCCC(O)C(O)C(O)CO,
1019,1019,CPD-25120,COc1cc(C(C)=O)ccc1O,C11095
1020,1020,CPD-18145,Cc1cc(O)c(C)c(O)c1C=O,
1021,1021,CPD-18149,CC(=O)c1ccc(O)c(C)c1O,
1022,1022,VERATRALDEHYDE,COc1ccc(C=O)cc1OC,C02050
1023,1023,CPD-23542,COC(O)C(=O)c1ccccc1,
1024,1024,CPD-23347,Cc1c(C)c(O)c(C)c(C)c1O,
1025,1025,CPD-23586,CC(C)(O)C(O)c1ccccc1,
1026,1026,CPD-14061,CC12CC(=O)C(CC1=O)C2(C)C,C02850
1027,1027,CPD-9978,CC(C=O)=CCCC(C)=CC=O,C17017
1028,1028,CPD-744,O=C1C2CC3CC1CC(O)(C3)C2,
1029,1029,CPD-22365,CC1=COC(=O)C2C(C)CCC12,C09530
1030,1030,CPD-745,O=C1OC2CC3CC(C2)CC1C3,
1031,1031,CPD-14304,CC12C(=O)CC(CC1=O)C2(C)C,C19684
1032,1032,1-34-DIMETHYLPHENYLETHANE-12-DIOL,Cc1ccc(C(O)CO)cc1C,
1033,1033,CPD-23590,CCC(O)C(O)c1ccccc1,
1034,1034,FLUORENE,c1ccc2c(c1)Cc1ccccc1-2,C07421
1035,1035,CPD-12225,CC1(C)CC2CC1C(C)(C)C2=O,
1036,1036,CPD-14343,O=C1C=CC(=CC(=O)C(=O)O)O1,C19731
1037,1037,VANILLATE,COc1cc(C(=O)O)ccc1O,C06406
1038,1038,CPD-24768,COc1ccc(C(=O)O)c(O)c1,
1039,1039,CPD-105,O=C(O)C(O)c1ccc(O)cc1,C03002
1040,1040,CPD-22737,O=C(O)c1cc(CO)ccc1O,
1041,1041,CPD-47,Cc1cc(O)cc(O)c1C(=O)O,C01707
1042,1042,HOMOGENTISATE,O=C(O)Cc1cc(O)ccc1O,C00517
1043,1043,CPD-782,O=C(O)Cc1ccc(O)c(O)c1,C01090
1044,1044,CPD-17655,O=C(O)C(O)c1cccc(O)c1,
1045,1045,CPD-18293,O=C(O)c1ccc(O)c(CO)c1,
1046,1046,CPD-24038,O=C(O)COc1ccc(O)cc1,C03039
1047,1047,CPD-23271,COc1cccc(C(=O)O)c1O,
1048,1048,CPD-11245,Cc1cc(O)cc(C(=O)O)c1O,
1049,1049,CPD-19404,Cc1ccc(C(=O)O)c(O)c1O,
1050,1050,CPD-18272,Cc1cc(O)c(C(=O)O)cc1O,
1051,1051,CPD-12683,O=C(O)C(=O)CC1C=CCCC1,
1052,1052,CPD-7146,CC(C)Cc1cc(O)cc(=O)o1,
1053,1053,CPD-18517,COc1ccc(CO)cc1OC,C21297
1054,1054,CPD-23303,C#CCCCCCCCC(=O)O,
1055,1055,CPD-13662,CC(C)=CC1C(C(=O)O)C1(C)C,C09580
1056,1056,CPD-7618,CC(C)=CCCC(C)=CC(=O)O,C15966
1057,1057,CPD-12715,O=C(O)C=CC=CC(=O)C(=O)O,
1058,1058,CPD-19213,CC(=O)c1c(O)cc(O)cc1O,C21766
1059,1059,CPD-14556,COC1=CC(=O)C=C(OC)C1=O,C10072
1060,1060,DIHYDROXYPHENYLGLYCOLALDEHYDE,O=CC(O)c1ccc(O)c(O)c1,C05280
1061,1061,CPD-9500,COc1cc(OC)cc(OC)c1,
1062,1062,CPD-10208,CCCC=C1OC(C)=C(O)C1=O,
1063,1063,CPD-926,c1ccc2c(c1)oc1ccccc12,C07436
1064,1064,CPD-863,CC12CC(O)C(CC1=O)C2(C)C,C03201
1065,1065,CPD-9976,CC(C=O)=CCCC(C)=CCO,C19583
1066,1066,CPD-22371,CC(C=O)=CCCC(C)C=CO,C20513
1067,1067,CPD-10068,C=C(C)C1CCC(C)C(=O)OC1,C11118
1068,1068,CPD-10064,C=C(C)C1CCC(C)OC(=O)C1,C11117
1069,1069,CPD-9977,CC(=CCCC(C)=CC=O)CO,C19582
1070,1070,CPD-14301,CC1(C)C2CC(=O)C1(C)C(O)C2,C19686
1071,1071,CPD-21279,CC(C=O)C1CCC(C)C1C=O,C05771
1072,1072,CPD-22523,CC1=COC(O)C2C(C)CCC12,C09543
1073,1073,CPD-14000,C=CC(C)(O)CCC=C(C)C=O,C19581
1074,1074,CPD-790,CC12CCC(CC1=O)C(C)(C)O2,C00806
1075,1075,CPD-10058,C=C(C)C1CCC(C)(O)C(=O)C1,C11663
1076,1076,CPD-8661,CC1=C(C=O)C(C)(C)CC(O)C1,C19166
1077,1077,CPD-14016,CC1(O)CC2CCC1(C)C2(C)C,C19604
1078,1078,CPD-23272,O=CC=CC(C=O)=C(O)C(=O)O,
1079,1079,CPD-13499,O=C(O)c1c(O)cc(O)cc1O,
1080,1080,CPD-13085,O=C(O)C1=CC(=O)C(O)C(=O)C1,
1081,1081,CPD-183,O=C(O)c1cc(O)c(O)c(O)c1,C01326
1082,1082,CPD-22739,O=C(O)c1cc(O)c(O)cc1O,
1083,1083,CIS-12-DIHYDROXY-ETCETERA-CARBOXYLATE,CC1=CC(O)C(O)(C(=O)O)C=C1,C06456
1084,1084,12-DIHYDROXY-6-METHYLCYCLOHEXA-35-DIEN,CC1=CC=CC(O)C1(O)C(=O)O,C06459
1085,1085,CPD-17126,CCCCCCC=CCC(=O)O,
1086,1086,CPD-12894,CC(C)=CCCC(C)CC(=O)O,C15967
1087,1087,CPD-9329,CC(C)C=CCCCCC(=O)O,C17675
1088,1088,CPD-21096,CCCCCC(C)=CCC(=O)O,
1089,1089,CPD-21018,CCCCCCCC=CC(=O)O,
1090,1090,CPD-9164,CC(C=CC(=O)C(=O)O)C(=O)O,C07165
1091,1091,CPD-787,O=C(O)CC=CC=C(O)C(=O)O,C05306
1092,1092,CPD0-2059,O=C(O)c1ccc(O)c(O)c1O,
1093,1093,CPD-786,O=C(O)CC=CCC(=O)C(=O)O,
1094,1094,CPD-9159,CC(C=O)C(O)=CC(=O)C(=O)O,
1095,1095,CPD-9934,COc1c(O)cc(C)c(O)c1O,
1096,1096,CPD-11878,OCC(O)c1ccc(O)c(O)c1,C05279
1097,1097,CPD-10209,CCCCC1OC(C)=C(O)C1=O,
1098,1098,CPD-946,Oc1ccccc1-c1ccccc1,C02323
1099,1099,CPD-18739,c1ccc(Oc2ccccc2)cc1,
1100,1100,CPD-16994,CCCCCC(CC=O)C(C)=O,C21045
1101,1101,CPD-7979,CC(=CCCC(C)=CCO)CO,C17016
1102,1102,CPD-10107,CC1CCC(C(C)C)OC(=O)C1,C17521
1103,1103,E-37-DIMETHYLOCTA-16-DIEN-38-DIOL,C=CC(C)(O)CCC=C(C)CO,C04180
1104,1104,CPD-14132,CC1(C)OC2(C)CCC1CC2O,C02916
1105,1105,CPD-8222,C=C(C)C1CCC(C)(O)C(O)C1,C06943
1106,1106,2-UNDECANONE,CCCCCCCCCC(C)=O,C01737
1107,1107,CPD-9290,CCCCCCCCCCCC,C08040
1108,1108,CPD-225,O=C(O)C=C(CC(=O)O)C(=O)O,C00398
1109,1109,CPD-23249,COC(=O)C=C(O)C=CC(=O)O,
1110,1110,CPD-19410,COC(=O)C=CC=C(O)C(=O)O,
1111,1111,3-DEHYDRO-SHIKIMATE,O=C(O)C1=CC(=O)C(O)C(O)C1,C02455
1112,1112,CPD-9137,CC(C=O)=C(O)C=C(O)C(=O)O,C17781
1113,1113,CPD-617,CC(=O)CC(=O)CC(=O)C(=O)O,
1114,1114,CPD-7615,O=C(O)c1cccc2ccccc12,C13699
1115,1115,CPD-15898,O=C(O)c1ccc2ccccc2c1,C13709
1116,1116,CPD-8686,O=CCCCCCCCC(=O)O,C15829
1117,1117,CPD-19622,CC(C)CCCCCCC(=O)O,
1118,1118,CPD-3617,CCCCCCCCCC(=O)O,C01471
1119,1119,CPD-21106,CCCCC(CC)CCC(=O)O,
1120,1120,CPD-291,O=C(O)CCCCC(=O)C(=O)O,C16091
1121,1121,CPD-7100,CC(C)C(C(=O)O)C(=O)C(=O)O,C03993
1122,1122,CPD-10826,CC(CC(=O)O)C(=O)CC(=O)O,C17776
1123,1123,CPD0-1264,O=C(O)CCCCCCC(=O)O,C07865
1124,1124,CPD-17547,c1ccc2cc3c(cc2c1)OCO3,
1125,1125,CPD-3766,CC1=CC(=O)c2ccccc2C1=O,C05052
1126,1126,4-HYDROPEROXYOCTADECA-T-2-NONENAL,CCCCCC(C=CC=O)OO,
1127,1127,CPD-23609,CC(=O)C(C)C(=O)OCC(C)C,
1128,1128,PARA-MENTHANE-38-DIOL,CC1CCC(C(C)(C)O)C(O)C1,C02712
1129,1129,CPD-22641,CCCCCCCOC(=O)CC,
1130,1130,CPD-22379,CCCCCCCC(=O)OCC,C12006
1131,1131,CPD-22638,CCCCCCOC(=O)CCC,
1132,1132,CPD-22643,CCCCCCCCOC(C)=O,
1133,1133,CPD-17288,CCCCCCCCCCCO,
1134,1134,CPD-3571,O=C(O)CC(CC(=O)O)C(=O)O,C19240
1135,1135,L-DEHYDRO-ASCORBATE,O=C1OC(C(O)CO)C(=O)C1=O,C05125
1136,1136,SHIKIMATE,O=C(O)C1=CC(O)C(O)C(O)C1,C00470
1137,1137,CPD-9608,O=C1C=C(O)C(=O)c2ccccc21,C10110
1138,1138,CPD-20065,CCC(C)CCC(O)CC(=O)O,
1139,1139,CPD-21101,O=C(O)CCCCCCCCO,
1140,1140,CPD-22672,CCCCCCC(O)CC(=O)O,
1141,1141,CPD-21094,CCCCCC(C)(O)CC(=O)O,
1142,1142,CPD-21089,CCCCC(C)C(O)CC(=O)O,
1143,1143,CPD-11855,CC(O)(CC(=O)C(=O)O)C(=O)O,C05745
1144,1144,CPD-621,O=C(O)CCC(=O)C(O)C(=O)O,C03022
1145,1145,3-CARBOXY-3-HYDROXY-ISOCAPROATE,CC(C)C(O)(CC(=O)O)C(=O)O,C02327
1146,1146,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,CC(C)C(C(=O)O)C(O)C(=O)O,C04153
1147,1147,CPD-9665,O=C1C=C(CO)C(O)C(O)C1O,C17093
1148,1148,CPD-19220,O=C1CC(O)(CO)CC(O)=C1O,C21158
1149,1149,CPD-52,CCCC(C(=O)O)C(O)C(=O)O,C01971
1150,1150,HYDROXYNAPHTHOQUINONE,O=C1C=CC(=O)c2c(O)cccc21,C03601
1151,1151,MENADIOL,Cc1cc(O)c2ccccc2c1O,C06808
1152,1152,CPD-11688,Cc1cc(O)c2c(O)cccc2c1,C12063
1153,1153,CPD-23610,CC(C)COC(=O)C(C)C(C)O,
1154,1154,CPD-21986,CC(CCO)CCCC(C)(C)O,
1155,1155,CPD-21503,O=C(O)CC(O)(C(=O)O)C(=O)O,
1156,1156,CPD-20806,O=C1OC(C(O)CO)C(O)=C1O,C00069
1157,1157,CPD-343,O=C(O)C(=O)CC(O)C(=O)CO,C04104
1158,1158,CPD-17705,O=C(O)C1=CC(O)C(O)C(O)O1,
1159,1159,4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE,O=CC(O)C(O)CC(=O)C(=O)O,C03800
1160,1160,2-KETO-L-GULONOLACTONE,O=C1OC(C(O)CO)C(O)C1=O,C03076
1161,1161,D-GLUCURONOLACTONE,O=CC(O)C1OC(=O)C(O)C1O,C02480
1162,1162,CPD-526,O=CC1OC(=O)C(O)C(O)C1O,C03152
1163,1163,CPD-15236,O=C1C(O)C(=O)C(O)C(O)C1O,C21519
1164,1164,CPD-329,O=C1OC(C(O)CO)C(=O)C1O,
1165,1165,CPD-18795,OCC1=CC(O)C(O)C(O)C1O,
1166,1166,CPD-9666,O=C1CC(CO)C(O)C(O)C1O,C21246
1167,1167,CPD-182,Cc1cc(=O)oc2cc(O)ccc12,C02897
1168,1168,TRINAPHTAL-CPD,Oc1ccc2c(O)cc(O)cc2c1,
1169,1169,CPD0-1061,Cc1cc(C)c(C(=O)C=O)c(C)c1,
1170,1170,CPD-15316,CC(=O)OCC=Cc1ccccc1,C12014
1171,1171,CPD-23539,CCCCCC(=O)c1ccccc1,
1172,1172,CPD-17129,O=C(O)C(O)C1OCC(O)C1O,C20809
1173,1173,DE-O-K-GLUCONATE,O=C(O)CC(=O)C(O)C(O)CO,C03682
1174,1174,CPD-20946,CC1OC(O)C(O)C1(O)C(=O)O,
1175,1175,2-DEHYDRO-3-DEOXY-D-GLUCONATE,O=C(O)C(=O)CC(O)C(O)CO,C00198
1176,1176,CPD-827,O=C(O)CC(O)C(O)C(=O)CO,C06605
1177,1177,CPD-15127,O=CC(O)C(O)C(O)CC(=O)O,C16230
1178,1178,CPD-8094,O=C(O)C=CC1=CC(=O)C(=O)C=C1,C16320
1179,1179,CPD-15344,CC(C(=O)C(=O)O)c1ccccc1,C20552
1180,1180,CPD-15326,O=C(O)C(=O)CCc1ccccc1,C19691
1181,1181,CPD-11884,COc1ccc(C=CC(=O)O)cc1,
1182,1182,CPD-14368,O=C(O)CCCCc1ccccc1,
1183,1183,CPD-327,O=C1C(O)OC(CO)C(O)C1O,C02583
1184,1184,CPD-14780,O=C1OC(CO)C(O)C(O)C1O,C00192
1185,1185,CPD-9055,O=C1C(O)OC(C(O)CO)C1O,
1186,1186,CPD-1242,O=C1C(O)C(O)OC(CO)C1O,C05080
1187,1187,CPD-382,O=C(CO)C(O)C(O)C(=O)CO,C00264
1188,1188,CPD-9056,O=CC1(O)OCC(O)C(O)C1O,
1189,1189,L-GULONO-1-4-LACTONE,O=C1OC(C(O)CO)C(O)C1O,C00978
1190,1190,CPD-14808,O=C1C(O)C(O)C(O)C(O)C1O,C00658
1191,1191,CPD-155,O=CC(O)C(O)C(O)C(O)C=O,
1192,1192,CPD-13129,O=CC(=O)C(O)C(O)C(O)CO,C19115
1193,1193,CPD-14427,O=c1ccc2ccc(O)c(O)c2o1,C02917
1194,1194,CPD-8097,O=c1ccc2cc(O)c(O)cc2o1,C09004
1195,1195,CPD-2462,O=C(O)C(C(=O)O)c1ccccc1,
1196,1196,CPD-9188,O=C1c2ccccc2C(=O)C1(O)O,
1197,1197,CPD-19824,O=c1ccc2c(O)cc(O)cc2o1,
1198,1198,CPD-22573,COC1C(O)C(C)OC(O)C1O,C07783
1199,1199,CPD-22571,COC(C(O)C=O)C(O)C(C)O,
1200,1200,CPD-15426,CC1(C)OC(O)C(O)C(O)C1O,
1201,1201,CONIFERYL-ALDEHYDE,COc1cc(C=CC=O)ccc1O,C02478
1202,1202,CPD-24540,CC1(C)CC2=C(O1)C(=O)C=CC2=O,
1203,1203,CPD-15156,O=C1CC(O)Cc2cccc(O)c21,C01526
1204,1204,CPD-22714,CC1Cc2cccc(O)c2C(=O)O1,
1205,1205,CPD-8881,CC(=O)CC(=O)Oc1ccccc1,
1206,1206,CPD-6482,C=CCc1ccc(OC)c(OC)c1,C10193
1207,1207,CPD-19955,CCCCOC(=O)c1ccccc1,
1208,1208,ISOMETHYLEUGENOL,CC=Cc1ccc(OC)c(OC)c1,C10217
1209,1209,CPD-13661,C=CC=CCC1=C(C)C(O)CC1=O,
1210,1210,CPD-13485,c1ccc2c(c1)ccc1ccccc12,C11141
1211,1211,CPD-21675,c1ccc2cc3ccccc3cc2c1,C13964
1212,1212,CPD-23540,CCCCCC(O)c1ccccc1,
1213,1213,CPD-11437,CC(C)c1cccc(C(C)C)c1O,C07221
1214,1214,CPD-21086,CC(CCO)CCc1ccccc1,
1215,1215,D-FUCONATE,CC(O)C(O)C(O)C(O)C(=O)O,C01558
1216,1216,DE-O-GLUCONATE,O=C(O)CC(O)C(O)C(O)CO,C02589
1217,1217,CPD-524,CC(=O)Oc1ccccc1C(=O)O,C01304
1218,1218,CPD-21004,O=C(O)C(O)=Cc1ccc(O)cc1,C04944
1219,1219,CPD-676,O=C(O)C=Cc1ccc(O)c(O)c1,C01124
1220,1220,CPD-10599,O=C(O)CC(=O)c1ccc(O)cc1,
1221,1221,CPD-15147,O=C(O)C=Cc1ccc(O)cc1O,
1222,1222,CPD-10796,O=C(O)C=Cc1cccc(O)c1O,C12243
1223,1223,P-HYDROXY-PHENYLPYRUVATE,O=C(O)C(=O)Cc1ccc(O)cc1,C01108
1224,1224,CPD-18761,COC1=CC(=CCCO)C=CC1=O,
1225,1225,STIPIT-CPD,O=C(O)c1cc(O)cc(=O)c(O)c1,C01720
1226,1226,CPD-18294,O=C(O)c1ccc(O)c(C(=O)O)c1,C21074
1227,1227,CPD-26021,O=C(CO)C(O)C(O)C(O)CO,C01345
1228,1228,CPD-24992,OCC(O)C1OC(O)C(O)C1O,C20971
1229,1229,CPD-13036,O=C(C(O)CO)C(O)C(O)CO,
1230,1230,CPD-13428,OCC1OC(O)C(O)C(O)C1O,C00029
1231,1231,CPD-10727,OCC1(O)OCC(O)C(O)C1O,C00239
1232,1232,CPD-15373,O=CC(O)C(O)C(O)C(O)CO,C01484
1233,1233,MYO-INOSITOL,OC1C(O)C(O)C(O)C(O)C1O,C00134
1234,1234,CPD-15989,OCC1OC(O)(CO)C(O)C1O,C00092
1235,1235,D-HAMAMELOSE,OCC1(O)C(O)OCC(O)C1O,C01765
1236,1236,CPD-18148,Cc1cc(O)c(=O)cc(O)c1C=O,
1237,1237,CONIFERYL-ALCOHOL,COc1cc(C=CCO)ccc1O,C00557
1238,1238,CPD-23591,COc1ccc(C(=O)C(C)O)cc1,
1239,1239,CPD-24215,CC1(C)Cc2c(O)ccc(O)c2O1,
1240,1240,CPD-24217,CC(C)(O)CC1=CC=CC(=O)C1=O,
1241,1241,CPD-11530,COc1cc(CCC=O)ccc1O,
1242,1242,CPD-24216,CC1(C)Cc2ccc(O)c(O)c2O1,
1243,1243,CPD-21080,CCC(=O)c1ccc(O)c(OC)c1,
1244,1244,9FLUORENONE,O=C1c2ccccc2-c2ccccc21,C06438
1245,1245,CPD-11505,CCCCCc1cc(O)cc(O)c1,
1246,1246,CPD-14451,CCC=CCC1=C(C)C(O)CC1=O,
1247,1247,CPD-15753,O=C(O)C(=O)c1cc(O)cc(O)c1,C12042
1248,1248,CPD-25231,COc1cc(O)cc(C)c1C(=O)O,
1249,1249,CPD-9638,CC(=O)C1=C(O)C(C)C(O)=CC1=O,
1250,1250,CPD-17510,O=C(O)C(=O)CC1=CCC(O)C=C1,C20858
1251,1251,CPD-2222,O=C(O)C(O)Cc1ccc(O)cc1,C03431
1252,1252,CPD-13034,O=C(O)C=CC1=CC=CC(O)C1O,C12242
1253,1253,CPD-25030,Cc1cc(O)c(C)c(O)c1C(=O)O,
1254,1254,CPD-17463,O=C(O)CCc1ccc(O)c(O)c1,C10186
1255,1255,CPD-20857,COc1ccc(C(=O)O)cc1OC,
1256,1256,CPD-24037,COc1ccc(O)cc1CC(=O)O,
1257,1257,CPD-17656,COc1ccccc1C(O)C(=O)O,
1258,1258,CPD-17511,O=C(O)C(=O)C=C1C=CC(O)CC1,C20991
1259,1259,2-3-DIHYDROXYPHENYL-PROPIONATE,O=C(O)CCc1cccc(O)c1O,C03792
1260,1260,CPD-7651,COc1cc(CC(=O)O)ccc1O,C05285
1261,1261,CPD-866,CC1=CC(=O)C(CC(=O)O)C1(C)C,C06838
1262,1262,CPD-11507,CCCCCc1cc(O)cc(=O)o1,
1263,1263,CPD-184,O=C(O)c1cc(C(=O)O)oc(=O)c1,C03429
1264,1264,CPD0-1272,O=C(O)c1cc(=O)cc(C(=O)O)o1,C08178
1265,1265,CPD-9738,C=C1CC1C(C(=O)O)C(=O)C(=O)O,
1266,1266,CPD-15702,OCC(O)C(O)C(O)C(O)CO,C00373
1267,1267,CPD-17106,COc1cc(C=O)cc(OC)c1O,
1268,1268,CPD-11876,COc1cc(C(O)C=O)ccc1O,C05290
1269,1269,CPD-18147,CC1=CC(=O)C(C)(O)C(=O)C1=CO,
1270,1270,CPD-25232,CC(=O)c1c(O)cc(O)c(C)c1O,
1271,1271,ACENAPHTHENEQUINONE,O=C1C(=O)c2cccc3cccc1c23,C02625
1272,1272,--5-oxo-1-2-campholide,CC12CC(=O)C(CC(=O)O1)C2(C)C,C02761
1273,1273,CPD-16440,CC1CCC2C(C=O)=COC(O)C12,
1274,1274,CPD-94,COc1cc(CCCO)ccc1O,C10187
1275,1275,CPD-746,O=C1OC2CC3CC1CC(O)(C3)C2,
1276,1276,CPD-24218,CC(C)(O)Cc1cccc(O)c1O,
1277,1277,CPD-23592,COc1ccc(C(O)C(C)O)cc1,
1278,1278,9FLUORENOL,OC1c2ccccc2-c2ccccc21,C06437
1279,1279,CPD-19248,COC(=O)C=C(C)CCC=C(C)C,
1280,1280,CPD-10158,CC1CCCC2(C)CCCCC12O,C15792
1281,1281,CPD-17798,CC=CC=CCCCCCCCO,
