,id,Metacyc_ID,SMILES,KEGG_ID
503,503,L-THREONATE,O=C(O)C(O)C(O)CO,C01520
504,504,CPD-10574,Cc1ccccc1C(=O)O,C06886
505,505,CPD-8775,Cc1cccc(C(=O)O)c1,C06882
506,506,4-TOLUENECARBOXYLATE,Cc1ccc(C(=O)O)cc1,C01347
507,507,PHENYLACETATE,O=C(O)Cc1ccccc1,C06764
508,508,CPD-18278,Cc1ccc(C=O)cc1O,
509,509,CPD-103,O=COCc1ccccc1,C05314
510,510,CPD-6441,COC(=O)c1ccccc1,C20551
511,511,HYDRPHENYLAC-CPD,O=CCc1ccc(O)cc1,C03526
512,512,CPD-22699,C=Cc1ccc(O)c(O)c1,C05931
513,513,CPD-18279,Cc1cc(O)cc(C=O)c1,
514,514,CPD-18290,Cc1cc(C=O)ccc1O,C21072
515,515,CPD-10598,CC(=O)c1ccc(O)cc1,C10438
516,516,CPD-8779,COc1cccc(C=O)c1,
517,517,CPD-23593,O=C(CO)c1ccccc1,C06863
518,518,CPD-22363,CC(=O)Oc1ccccc1,C00522
519,519,CPD-23552,CCC(O)c1ccccc1,
520,520,CPD-12643,CC(C)(O)c1ccccc1,
521,521,4-ETHYLBENZYL-ALCOHOL,CCc1ccc(CO)cc1,
522,522,35-DIMETHYLBENZYL-ALCOHOL,Cc1cc(C)cc(CO)c1,
523,523,CPD-14150,CC(C)c1ccccc1O,
524,524,CPD-14147,CCCc1ccccc1O,
525,525,34-DIMETHYLBENZYL-ALCOHOL,Cc1ccc(CO)cc1C,
526,526,CPD-4902,CC1(C)C2CC3C(C2)C31C,C19602
527,527,CPD-8765,CC1=CCC2C(C1)C2(C)C,C09577
528,528,CPD-8736,CC1=CCC(C(C)C)=CC1,C09638
529,529,CPD-14012,C=C1CCC2(C(C)C)CC12,C16270
530,530,CPD-20223,CC1=CCC2(C(C)C)CC12,
531,531,CPD-4890,CC1=CCC(=C(C)C)CC1,C05775
532,532,CPD-4892,CC1=CCC2CC1C2(C)C,C05976
533,533,CPD-8785,C=C(C)C1CC=C(C)CC1,C00496
534,534,CPD-18811,CC1=CCC(C(C)C)C=C1,C09612
535,535,CPD-23398,C1C2CC3CC1CC(C2)C3,
536,536,CPD-12222,C=C1CC2CCC1C2(C)C,
537,537,CPD-4903,C=CC(C)=CCC=C(C)C,C09610
538,538,CPD-4888,C=CC(=C)CCC=C(C)C,C05774
539,539,CPD-8767,C=C1C2CCC(C2)C1(C)C,C05776
540,540,CPD-8755,C=C1CCC2CC1C2(C)C,C05977
541,541,CPD-4901,CC1=CC2C(CC1)C2(C)C,
542,542,CPD-8768,C=C1C=CC(C(C)C)CC1,C09614
543,543,CPD-8735,CC1=CC=C(C(C)C)CC1,C09636
544,544,CPD-20224,CC1C=CC2(C(C)C)CC12,C21578
545,545,CPD-9135,CC1=CC(=O)C(O)=CC1=O,C17779
546,546,CPD-110,O=C(O)c1ccccc1O,C00763
547,547,3-HYDROXYBENZOATE,O=C(O)c1cccc(O)c1,C00555
548,548,4-hydroxybenzoate,O=C(O)c1ccc(O)cc1,C00151
549,549,CPD-16939,CC=CC=CC=CC(=O)O,
550,550,CPD-16732,CC1=CC(=O)C2OC2C1=O,
551,551,CPD-23270,O=Cc1cccc(O)c1O,
552,552,CPD-7616,O=Cc1ccc(O)c(O)c1,C16194
553,553,CPD-16722,O=Cc1cc(O)ccc1O,C05293
554,554,CPD-14558,COC1=CC(=O)C=CC1=O,
555,555,CPD-22736,OCC(O)c1ccccc1,
556,556,CPD-14968,CC(C=CO)=CC=CC=O,
557,557,CPD-18276,Cc1ccc(CO)cc1O,
558,558,CPD-24802,COc1ccccc1OC,
559,559,CPD-18277,Cc1cc(O)cc(CO)c1,
560,560,CPD-14650,CC(C=CC=O)=CC=CO,C20600
561,561,3-ETHYLCATECHOL,CCc1cccc(O)c1O,C06455
562,562,CPD-18289,Cc1cc(CO)ccc1O,
563,563,CPD-10597,CC(O)c1ccc(O)cc1,C12627
564,564,CPD3O-4151,OCCc1ccc(O)cc1,C05754
565,565,CPD-9501,COc1cc(C)cc(O)c1,
566,566,CPD-18726,CC(=O)C=CC=C(C)C=O,C11190
567,567,CPD-21295,CCC=CCCC=CC=O,C08234
568,568,CPD-12224,CC1(C)C2CCC1C(=O)C2,
569,569,CPD-8685,CCC=CCC=CCC=O,C15830
570,570,CPD-12466,CC1=CCC(C(C)C)CC1,
571,571,CPD-23212,CC1C=CC(C(C)C)CC1,
572,572,CPD-23215,CC1CCC2C(C1)C2(C)C,
573,573,CPD-23211,C=CC(C)CCC=C(C)C,
574,574,CPD-23214,C=C(CC)CCC=C(C)C,
575,575,CPD-14104,O=Cc1ccc(C(=O)O)o1,C20357
576,576,CPD-18742,O=C(O)c1cccc(=O)o1,
577,577,CPD-10608,O=C(O)C=C1C=CC(=O)O1,C04175
578,578,CPD-9739,C=C1CC1CC(=O)C(=O)O,
579,579,CPD-25637,O=C(O)C=CC=CC(=O)O,C02298
580,580,CPD-16721,OCc1cc(O)ccc1O,C10534
581,581,CPD-616,Cc1cc(O)cc(O)c1O,C03109
582,582,CPD-9136,Cc1cc(O)c(O)cc1O,C17780
583,583,CPD-9494,COc1cc(O)cc(O)c1,
584,584,CPD-10206,CC=C1OC(C)=C(O)C1=O,
585,585,CPD-20978,COc1cc(O)ccc1O,
586,586,CPD-12977,CC(=O)C1CCCCC1=O,
587,587,CPD-10732,CC(=O)C=CC=C(C)CO,
588,588,CPD-8823,CCC1=CC(O)C(O)C=C1,
589,589,CIS-12-DIHYDRO-3-ETHYLCATECHOL,CCC1=CC=CC(O)C1O,C06454
590,590,C-3-NONENAL,CCCCCC=CCC=O,
591,591,CPD-10089,CC1=CC(O)CC(C)(C)C1,
592,592,T-2-NONENAL-CMPD,CCCCCCC=CC=O,
593,593,CPD-16995,CCCCCC=CC(C)=O,
594,594,KOJIC-ACID,O=c1cc(CO)occ1O,C14248
595,595,HYDROXYMUCONATE-SALD,O=CC=CC=C(O)C(=O)O,C00645
596,596,CPD-18635,O=CC=C(O)C=CC(=O)O,C06339
597,597,CPD-14103,O=C(O)c1ccc(CO)o1,C20356
598,598,3-OXOADIPATE-ENOL-LACTONE,O=C(O)CC1=CCC(=O)O1,C03338
599,599,CPD-15124,O=C(O)CC1C=CC(=O)O1,C03853
600,600,4-OXOCYCLOHEXANECARBOXYLATE,O=C1CCC(C(=O)O)CC1,C03529
601,601,CPD-22753,CC(C)C=CCCC(=O)O,
602,602,2CH2-3CH3-SUCC,C=C(C(=O)O)C(C)C(=O)O,C02134
603,603,1235-TETRAHYDROXYBENZENE,Oc1cc(O)c(O)c(O)c1,C03511
604,604,CPD-17102,O=Cc1ccc(C(O)O)o1,C20806
605,605,DIMETHYLMAL-CPD,CC(C(=O)O)=C(C)C(=O)O,C00876
606,606,CPD-16576,CC(=CC(=O)O)CC(=O)O,
607,607,2-CH2-GLUTARATE,C=C(CCC(=O)O)C(=O)O,C02735
608,608,CPD-10201,CCC1OC(C)=C(O)C1=O,
609,609,CPD-20128,COC1=C(C)OC(C)C1=O,
610,610,CPD-20120,CCC1=C(O)C(=O)C(C)O1,
611,611,CPD-10214,COc1c(C)oc(C)c1O,
612,612,CPD-9422,CCCC(=O)CCCC=O,
613,613,CPD-12846,CCC=CCCOC(C)=O,C19191
614,614,CPD-12976,CCCCC(=O)CC(C)=O,
615,615,CPD-23587,CC(=O)C1(O)CCCCC1,
616,616,CPD-22755,Cc1ccc2ccccc2c1,C13706
617,617,CPD-22754,Cc1cccc2ccccc12,C13690
618,618,CPD-18989,CCCCCCCC(C)=O,
619,619,CPD-8491,CCCCCCCCC=O,
620,620,CPD-9287,CCCCCCCCCC,
621,621,CPD-22400,CC(=O)CC(=O)CC(=O)O,C01636
622,622,CPD-9166,CCC(O)=CC(=O)C(=O)O,
623,623,CPD-338,O=CCCCCCC(=O)O,C16093
624,624,4-HYDROXYCYCLOHEXANECARBOXYLATE,O=C(O)C1CCC(O)CC1,C04149
625,625,CPD-23008,CCCCC(CC)C(=O)O,
626,626,CPD-195,CCCCCCCC(=O)O,C06114
627,627,CPD-20063,CC(C)CCCCC(=O)O,
628,628,CPD-19635,CCCC(CCC)C(=O)O,C06860
629,629,METHYLOXALO-ACETATE,CC(C(=O)O)C(=O)C(=O)O,C05731
630,630,2-KETOGLUTARATE,O=C(O)CCC(=O)C(=O)O,C00026
631,631,CPD-16852,O=C(O)CC=C(O)C(=O)O,
632,632,CPD-9778,O=C(O)CC(=O)CC(=O)O,
633,633,CPD-18174,CC1OC=C(O)C(=O)C1O,
634,634,CPD-9549,CC1OC(=O)C(C)OC1=O,
635,635,ADIPATE,O=C(O)CCCCC(=O)O,C05800
636,636,CPD-9435,O=C1C=CCOC1(O)CO,C19255
637,637,CPD-25851,CC(CCC(=O)O)C(=O)O,
638,638,CPD0-2029,CC1(C)C(=O)C(=O)OC1O,
639,639,CPD-9432,O=C1COC(CO)C=C1O,C19256
640,640,CPD-9433,O=C1CC(CO)OC=C1O,C19260
641,641,ETHYL-2-METHYLACETOACETATE,CCOC(=O)C(C)C(C)=O,
642,642,CPD-8131,Oc1ccc2ccccc2c1,C11427
643,643,NAPHTHOL,Oc1cccc2ccccc12,C11428
644,644,CPD-20311,C1=CC2OC2c2ccccc21,C14516
645,645,CPD-10093,CCCCCC(=O)OCC,
646,646,CPD-23588,CC(O)C1(O)CCCCC1,
647,647,CPD-19627,CCCCCCOC(C)=O,
648,648,CPD-19960,CCCCOC(=O)CCC,
649,649,CPD-23437,CCCCCCCCCO,C14427
650,650,CPD-21502,O=C1CC(O)(C(=O)O)CO1,C21510
651,651,CPD-521,COC(=O)CC(=O)C(=O)O,C03475
652,652,5-OH-2-4-DIOXOPENTANOATE,O=C(CO)CC(=O)C(=O)O,C05110
653,653,2-ACETO-2-HYDROXY-BUTYRATE,CCC(O)(C(C)=O)C(=O)O,C00624
654,654,CPD-376,CC(C)(C=O)C(O)C(=O)O,C00992
655,655,CPD-19,CC(=O)CC(O)CC(=O)O,C15777
656,656,CPD-13722,CCC(O)CC(=O)C(=O)O,C06489
657,657,2-DEHYDROPANTOATE,CC(C)(CO)C(=O)C(=O)O,C00913
658,658,MEVALDATE,CC(O)(CC=O)CC(=O)O,
659,659,CPD-15104,CCC(C)(O)C(=O)C(=O)O,C03994
660,660,CPD-21087,CCC(C)C(O)CC(=O)O,
661,661,CPD-21072,CCCC(C)(O)CC(=O)O,
662,662,CPD-66,O=C(O)C(=O)C(O)C(=O)O,C03214
663,663,CPD-640,O=C(O)C(O)=C(O)C(=O)O,C00921
664,664,R-2-HYDROXYGLUTARATE,O=C(O)CCC(O)C(=O)O,C01016
665,665,CPD-31,CC(O)(CC(=O)O)C(=O)O,C00774
666,666,CPD-7066,CC(C(=O)O)C(O)C(=O)O,C05730
667,667,CPD-1789,O=C1OC(CO)C(O)=C1O,C05990
668,668,CPD-17155,CC1CC(O)C(O)C(=O)O1,
669,669,CPD0-1300,OCC1OC=CC(O)C1O,
670,670,CPD-15811,CC1OC(O)C(O)CC1=O,
671,671,COUMARIN,O=c1ccc2ccccc2o1,C05583
672,672,ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE,CCOC(=O)C(C)C(C)O,
673,673,CPD-16997,CC(=O)C=Cc1ccccc1,
674,674,CPD-23545,O=C1CCc2ccccc2C1,
675,675,2-DH-3-DO-D-ARABINONATE,O=C(O)C(=O)CC(O)CO,C00650
676,676,CPD-22290,O=C(O)CC(=O)C(O)CO,
677,677,CPD-350,CC(O)(CCO)CC(=O)O,C00399
678,678,L-PANTOATE,CC(C)(CO)C(O)C(=O)O,C00497
679,679,1-KETO-2-METHYLVALERATE,CCC(C)(O)C(O)C(=O)O,C03852
680,680,CPD-674,O=C(O)C=Cc1ccccc1,C00403
681,681,TARTRATE,O=C(O)C(O)C(O)C(=O)O,C00525
682,682,CPD-22557,O=C1OCC(O)(CO)C1O,C22090
683,683,CPD-356,O=C1OC(CO)C(O)C1O,C00619
684,684,L-ARABINO-1-5-LACTONE,O=C1OCC(O)C(O)C1O,C02108
685,685,CPD-14964,O=CC(=O)C(O)C(O)CO,
686,686,CPD-16412,CC1OC(O)C(O)CC1O,C03122
687,687,CPD-16413,CC(O)C(O)CC(O)C=O,
688,688,CPD-17821,CC(O)C(O)C(O)CC=O,
689,689,CPD-22606,CC1OC(O)CC(O)C1O,C20950
690,690,CPD-24868,CC1CC(O)C(O)C(O)O1,
691,691,CPD-21702,OCCC1OCCC(O)O1,
692,692,DIHYDROCOUMARIN,O=C1CCc2ccccc2O1,C02118
693,693,COUMARALDEHYDE,O=CC=Cc1ccc(O)cc1,C05312
694,694,ISOCHROMANONE,O=C1Cc2ccccc2CO1,C07435
695,695,CPD-9949,CC(=O)C(=O)c1ccccc1,C16697
696,696,3H1INDANONE,O=C1CC(O)c2ccccc21,C07425
697,697,CPD-23546,OC1CCc2ccccc2C1,
698,698,CPD-23535,CCCC(=O)c1ccccc1,
699,699,CPD-23645,CC(=O)CCc1ccccc1,
700,700,CPD-1003,CC(C)c1ccc(C=O)cc1,C06317
701,701,CPD-6484,C=CCc1ccc(OC)cc1,C10191
702,702,CPD-9930,CC=Cc1ccc(OC)cc1,C10169
703,703,CPD-16715,O=C(O)CC(O)C(O)CO,
704,704,CPD-1131,O=Cc1ccccc1C(=O)O,C02867
705,705,4-CARBOXYBENZALDEHYDE,O=Cc1ccc(C(=O)O)cc1,
706,706,PHENYLGLYOXYLATE,O=C(O)C(=O)c1ccccc1,C01991
707,707,CPD0-2303,O=Cc1cccc(C(=O)O)c1,
708,708,CPD-9172,CCc1ccc(C(=O)O)cc1,
709,709,CPD-19608,CC(C(=O)O)c1ccccc1,
710,710,CPD-25869,Cc1cccc(CC(=O)O)c1,
711,711,3-PHENYLPROPIONATE,O=C(O)CCc1ccccc1,C05324
712,712,CPD-24961,OCC1(O)OCC(O)C1O,C00299
713,713,CPD-13046,OCC1(O)COC(O)C1O,C07995
714,714,ARABINOSE,OC1COC(O)C(O)C1O,C00175
715,715,CPD-12044,OCC1OC(O)C(O)C1O,C00118
716,716,CPD-24936,O=C(CO)C(O)C(O)CO,C04707
717,717,CPD-10776,CC1(O)OCC(O)C1(O)O,C21257
718,718,CPD-15378,O=CC(O)C(O)C(O)CO,C11188
719,719,CPD-22554,O=C(CO)C(O)(CO)CO,
720,720,CPD-22556,O=CC(O)C(O)(CO)CO,C01386
721,721,CPD-19433,O=Cc1ccc2c(c1)OCO2,C10554
722,722,CPD-20409,OCCOCCOCCO,
723,723,CPD-15061,CC(O)C(=O)c1ccccc1,
724,724,CPD-22733,CC(=O)C(O)c1ccccc1,
725,725,CPD-13370,CC(C=CC=O)=CC=CC=O,C20603
726,726,CPD-1072,C=Cc1ccc(O)c(OC)c1,C17376
727,727,CPD-6501,CC(=O)OCc1ccccc1,C15234
728,728,CPD-16871,CCC(=O)c1ccc(O)cc1,C12429
729,729,COUMARYL-ALCOHOL,OCC=Cc1ccc(O)cc1,C02465
730,730,CPD-20030,C=C(C)C1CC=C(C=O)CC1,C02385
731,731,CPD-23478,Cc1ccc(C(C)C)cc1O,C09578
732,732,-SABINONE,C=C1C(=O)CC2(C(C)C)CC12,C01729
733,733,CPD-14171,CCC(C)c1ccccc1O,C13743
734,734,CPD-15919,C=CC(=C)CC(=O)C=C(C)C,C20849
735,735,CPD-1002,CC(C)c1ccc(CO)cc1,C06316
736,736,CPD-1089,C=C(C)C1CC=C(C)C(=O)C1,C01644
737,737,CPD-23646,CC(O)CCc1ccccc1,
738,738,CPD-14172,CC(C)(C)c1ccccc1O,C13735
739,739,CPD-8669,CC1=C(C=O)C(C)(C)CC=C1,C16536
740,740,CPD-743,O=C1C2CC3CC(C2)CC1C3,
741,741,CPD-4981,Cc1coc2c1CCC(C)C2,C09605
742,742,CPD-1090,C=C(C)C1CCC(C)=CC1=O,C02129
743,743,CPD-23536,CCCC(O)c1ccccc1,
744,744,CPD-278,CC1=CC(=O)C(=C(C)C)CC1,C01813
745,745,CPD-8844,C=CC=C(C)CCC=C(C)C,C21671
746,746,CPD-121,O=C(O)C(O)c1ccccc1,C01842
747,747,CPD-8815,Cc1ccc(C(=O)O)c(O)c1,C13711
748,748,CPD-18291,Cc1cc(C(=O)O)ccc1O,C21073
749,749,CPD-637,Cc1cccc(O)c1C(=O)O,C02473
750,750,CPD-18275,Cc1cc(O)cc(C(=O)O)c1,
751,751,CPD-19749,O=C(O)c1ccccc1CO,C10546
752,752,3-HYDROXYPHENYLACETATE,O=C(O)Cc1cccc(O)c1,C05299
753,753,CPD-12220,COc1cccc(C(=O)O)c1,
754,754,CPD0-2559,O=C(O)C1=C(O)CC=CC=C1,
755,755,CPD-10665,Cc1cccc(C(=O)O)c1O,C13696
756,756,CPD-14380,COc1ccccc1C(=O)O,
757,757,4-CARBOXYBENZYL-ALCOHOL,O=C(O)c1ccc(CO)cc1,
758,758,CPD-10902,O=C(O)COc1ccccc1,C02031
759,759,CPD-1076,COc1ccc(C(=O)O)cc1,C02339
760,760,CPD-11495,O=C(O)Cc1ccccc1O,C05584
761,761,CPD-18274,Cc1ccc(C(=O)O)cc1O,
762,762,CPD-10664,Cc1ccc(O)c(C(=O)O)c1,
763,763,4-HYDROXYPHENYLACETATE,O=C(O)Cc1ccc(O)cc1,C00612
764,764,CPD-20948,OCC(O)C(O)(CO)CO,C01469
765,765,RIBITOL,OCC(O)C(O)C(O)CO,C00361
766,766,VANILLIN,COc1cc(C=O)ccc1O,C00715
767,767,CPD-22670,CC(=O)Oc1ccc(O)cc1,C12625
768,768,34-DIHYDROXYPHENYLACETALDEHYDE,O=CCc1ccc(O)c(O)c1,C03790
769,769,CPD-8489,COc1ccc(C=O)cc1O,
770,770,CPD-18691,COC(=O)c1ccc(O)cc1,
771,771,CPD-6442,COC(=O)c1ccccc1O,C12021
772,772,CPD-242,O=C(CO)c1ccc(O)cc1,C12624
773,773,CPD0-2477,CCCc1cccc(O)c1O,
774,774,CPD-9502,COc1cc(C)cc(OC)c1,
775,775,CPD-24545,CC(C)Oc1ccccc1O,
776,776,CPD-23268,CC(C)c1ccc(O)c(O)c1,
777,777,CPD0-1449,CC(C)(OO)c1ccccc1,
778,778,CPD-14151,CC(C)c1cccc(O)c1O,C00955
779,779,CPD-23562,CC(O)C(O)c1ccccc1,
780,780,CPD-10601,CCc1ccc(O)c(OC)c1,
781,781,GERANIAL,CC(C)=CCCC(C)=CC=O,C09585
782,782,CPD-4942,CC(C)=C1CCC(C)CC1=O,C09631
783,783,CPD-862,CC12CCC(CC1=O)C2(C)C,C00765
784,784,CPD-10140,C=C(C)C1CCC2(C)OC2C1,C06936
785,785,CPD-261,C=C(C)C1CC=C(CO)CC1,C02267
786,786,CPD-21186,CC1=C(C=O)C(C)(C)CCC1,C20333
787,787,CPD-15928,C=CC(=C)CC(=O)CC(C)C,
788,788,CPD-4941,C=C(C)C1CCC(C)CC1=O,C11677
789,789,CPD-14067,CC1C(=O)CC2(C(C)C)CC12,C09644
790,790,ALPHA-PINENE-OXIDE,CC1(C)C2CC3OC3(C)C1C2,C02564
791,791,CPD-10042,C=C(C)C1CCC(C)C(=O)C1,C11113
792,792,CPD-10051,C=C(C)C1CC=C(C)C(O)C1,C00911
793,793,CPD-22541,CC(C)=CC1C(C=O)C1(C)C,
794,794,CPD-8834,C=CC(=C)CC(O)C=C(C)C,C20848
795,795,-CIS-SABINOL,C=C1C(O)CC2(C(C)C)CC12,C02061
796,796,CPD-263,C=C(C)C1CCC(C)=CC1O,C01054
797,797,CPD-13994,CC12CCC(C1)C(C)(C)C2=O,C09596
798,798,Z-2-METHYL-5-ISOPROPYLHEXA-25-DIENAL,C=C(CC=C(C)C=O)C(C)C,C04185
799,799,CPD-8833,CC1=CC(O)C2CC1C2(C)C,
800,800,CPD-7983,C=CC(C)(O)CC=CC(=C)C,
801,801,CPD-12467,CC(C)C1CC=C(C=O)CC1,
802,802,CPD-10653,CC1=CC(=CC(=O)O)OC1=O,
803,803,CPD-10834,CC1=CC(=O)OC1=CC(=O)O,
804,804,3-4-DIHYDROXYBENZOATE,O=C(O)c1ccc(O)c(O)c1,C00221
805,805,CPD0-1274,O=C(O)c1cc(O)cc(O)c1,
806,806,CPD-8816,O=C(O)c1c(O)cccc1O,C21175
807,807,2-3-DIHYDROXYBENZOATE,O=C(O)c1cccc(O)c1O,C00190
808,808,CPD-633,O=C(O)c1cc(O)ccc1O,C00596
809,809,CPD0-955,CC1=CC(=O)C(O)=C(O)C1=O,
810,810,CPD-22738,O=C(O)c1ccc(O)cc1O,
811,811,CPD-14105,O=C(O)c1ccc(C(=O)O)o1,C20358
812,812,CPD-16725,O=C1C=C2COC(O)C=C2O1,
813,813,CPD-20022,O=Cc1c(O)cc(O)cc1O,
814,814,CPD-16724,O=C1C=C(CO)C(=O)C2OC12,
815,815,CPD-16726,O=C1C=C2C(=CCOC2O)O1,C16241
816,816,CPD-10657,CC(=CC=CC(=O)O)C(=O)O,
817,817,CPD-10656,CC(C=CC(=O)O)=CC(=O)O,C03862
818,818,CPD-12797,COc1cccc(OC)c1O,C10529
819,819,CPD-15887,OCCc1ccc(O)c(O)c1,
820,820,CPD-9499,COc1cc(O)cc(OC)c1,
821,821,VANILLYL-ALCOHOL,COc1cc(CO)ccc1O,C05993
822,822,CPD-10207,CCC=C1OC(C)=C(O)C1=O,
823,823,CPD-21422,CC1CC(=O)CC(C)(C)C1=O,
824,824,BIPHENYL,c1ccc(-c2ccccc2)cc1,C06327
825,825,CPD-8997,C=CC(C)(O)CCC=C(C)C,C03734
826,826,CPD-4943,CC1CCC(C(C)C)C(=O)C1,C00801
827,827,CPD-13003,CCCCCCCC=CC=O,
828,828,CPD-15930,C=CC(=C)CC(O)CC(C)C,
829,829,CPD-24170,C=CC(C)=CCCC(C)(C)O,
830,830,CPD-10026,C=C(C)C1CCC(C)C(O)C1,C11111
831,831,CPD-4887,CC1=CCC(C(C)(C)O)CC1,C09640
832,832,CPD-16996,CCCCCCC=CC(C)=O,
833,833,CPD-12885,CC(C)=CCCC(C)CC=O,C09586
834,834,CPD-4261,CC12CCC(CC1)C(C)(C)O2,C09582
835,835,CPD-14065,CC1C(O)CC2(C(C)C)CC12,C19621
836,836,GERANIOL,CC(C)=CCCC(C)=CCO,C01397
837,837,CPD-685,CC12CCC(C1)C(C)(C)C2O,C02181
838,838,CPD-22540,CC(C)=CC1C(CO)C1(C)C,C17003
839,839,CPD-1908,CC1(C)C2CCC1(C)C(O)C2,C01311
840,840,CPD-682,CC(C)C12CCC(C)(O)C1C2,C02274
841,841,CPD-22547,C=C(C)C(CO)CC=C(C)C,
842,842,CPD-10825,CC1=C(CC(=O)O)OC(=O)C1,C17775
843,843,CPD-13172,O=C(O)C1(O)C=CCCC1=O,
844,844,CPD-290,O=C(O)C1(O)C=CC=CC1O,C04377
845,845,CPD-15848,O=C(O)C1=CC(O)C(O)C=C1,C20619
846,846,CPD-10823,CC1(CC(=O)O)C=CC(=O)O1,C04302
847,847,CPD-8782,CC(=O)C=CC=C(O)C(=O)O,C05921
848,848,CPD-8781,CC(C=O)=CC=C(O)C(=O)O,C06485
849,849,CPD-10824,CC1=CC(=O)OC1CC(=O)O,C04301
850,850,CPD-25906,O=C(O)C1=CC=CC(O)C1O,C03925
851,851,CPD-24017,CCCCCC=CCC(=O)O,
852,852,CPD-22751,CC(C)=CCCCCC(=O)O,
853,853,CPD-21091,CCCCC(C)=CCC(=O)O,
854,854,CPD-294,O=C(O)C=CC(=O)CC(=O)O,C02073
855,855,CPD-88,C=C(CC(=O)C(=O)O)C(=O)O,C05747
856,856,CPD-11863,C=C(C=C(O)C(=O)O)C(=O)O,
857,857,CPD-8742,O=C(O)CC=CC(=O)C(=O)O,
858,858,CPD-13339,O=C(O)C=CC=C(O)C(=O)O,C02324
859,859,CPD-14435,CC=C(C(=O)O)C(=O)C(=O)O,
860,860,CPD-13337,O=C(O)C=CCC(=O)C(=O)O,C03205
861,861,3-HYDROXY-CISCIS-MUCONATE,O=C(O)C=CC(O)=CC(=O)O,C03437
862,862,CPD-16727,O=C1C=C(CO)C(=CCO)O1,
863,863,CPD-16723,O=C1C(CO)=CC(O)C2OC12,
864,864,CPD-9451,CC(C)C(=CC(=O)O)C(=O)O,C02446
865,865,CPD-10210,CCCC1OC(C)=C(O)C1=O,
866,866,CPD-20126,CCOC1=C(C)OC(C)C1=O,
867,867,CPD-7614,O=Cc1cccc2ccccc12,C13698
868,868,CPD-21423,CC1CC(O)CC(C)(C)C1=O,
869,869,NONANE-46-DIONE,CCCC(=O)CC(=O)CCC,C02262
870,870,CPD-10806,CCCCCC(O)C=CC=O,C21518
871,871,--MENTHOL,CC1CCC(C(C)C)C(O)C1,C00380
872,872,CPD-7980,CC(C)=CCCC(C)CCO,C09587
873,873,CPD-22637,CCCCCCC(=O)CCC,
874,874,CPD-22639,CCCCCCCC(=O)CC,
875,875,CPD-18990,CCCCCCCCC(C)=O,
876,876,CPD-8490,CCCCCCCCCC=O,C12023
877,877,CPD-9289,CCCCCCCCCCC,
878,878,CPD-17103,O=C(O)c1ccc(C(O)O)o1,C20807
879,879,CPD-18974,O=CCC(=O)CC(=O)C(=O)O,
880,880,HYDROXYMETHYL-ETCETERA-DIHYDROXYCYCLOHEX,O=C1C(O)=CCC(CO)C1O,C04564
881,881,CPD-1945,O=C1CC(C(=O)O)CCC1O,C04420
882,882,CPD-17975,CCCCCCC(=O)C(=O)O,
883,883,CPD-10799,CCCCCC(=O)CC(=O)O,
884,884,CPD-22752,CC(C)CCCCCC(=O)O,
885,885,CPD-21105,CCCC(CC)CCC(=O)O,
886,886,CPD-16443,CCC(C)CCCCC(=O)O,
887,887,CPD-8505,CCCCCCCCC(=O)O,C01500
888,888,CPD-19492,CCC(C(=O)O)C(=O)C(=O)O,
889,889,2K-ADIPATE,O=C(O)CCCC(=O)C(=O)O,C00309
890,890,3-KETO-ADIPATE,O=C(O)CCC(=O)CC(=O)O,C00804
891,891,CPD-9437,O=CC(CCC(=O)O)C(=O)O,C15668
892,892,CPD-20937,CCCCC(C(=O)O)C(=O)O,
893,893,DIMETHYL-CITRACONATE,COC(=O)C=C(C)C(=O)OC,C04739
894,894,CPD-205,O=C(O)CCCCCC(=O)O,C02472
895,895,CPD-4895,O=C1C=Cc2ccccc2C1=O,C14513
896,896,CPD0-954,O=C1C=CC(=O)c2ccccc21,C02434
897,897,CPD-15915,CCOC(=O)C(C)C(=O)CC,
898,898,CPD-23618,CCCC(=O)C(C)C(=O)OC,
899,899,CPD-23607,CCCOC(=O)C(C)C(C)=O,
900,900,CPD-23614,CCCC(C(C)=O)C(=O)OC,
901,901,ETHYL-3-OXOHEXANOATE,CCCC(=O)CC(=O)OCC,C02779
902,902,CPD-22756,OCc1ccc2ccccc2c1,C02715
903,903,CPD-22757,OCc1cccc2ccccc12,C13697
904,904,CPD-12749,CCCCCCCCC(C)O,
905,905,CPD-17287,CCCCCCCCCCO,C01533
906,906,CPD-13044,CC(O)C(=O)CC(=O)C(=O)O,C20689
907,907,CPD-1944,O=C(O)C1CCC(O)C(O)C1,C04442
908,908,CPD-21102,O=C(O)CCCCCCCO,
909,909,CPD-21088,CCCC(C)C(O)CC(=O)O,
910,910,CPD-21093,CCCCC(C)(O)CC(=O)O,
911,911,CPD-21090,CCCCCC(O)CC(=O)O,C20701
912,912,D-4-HYDROXY-2-KETO-GLUTARATE,O=C(O)C(=O)CC(O)C(=O)O,C01060
913,913,CPD-1133,O=C1CC(O)C(O)C(O)C1=O,C04045
914,914,CPD-61,CC(C(=O)O)C(C)(O)C(=O)O,C03410
915,915,CPD-9438,O=C(O)CCC(CO)C(=O)O,C15894
916,916,CPD-620,CCC(O)(CC(=O)O)C(=O)O,C02306
