,cpd_id,SMILES
143,C7e33a3f0562f7450aacf44318cf4daefd1bb05b5,CC(C(=O)C(=O)O)C(C)(C)CO
144,C40ad0c2639bb57d2e7e7b184baa46c75a291a2d8,CC(C(=O)CCO)C(=O)C(=O)O
145,Ca14175a72ab90315b8b16c8b3b6256856d9dc1c9,CC(C(=O)CO)C(=O)C(=O)O
146,Ca3e7bce6a7ea420d2e8afb625797caeaa3fa1451,CC(C(=O)CO)C(=O)CC(=O)C(=O)O
147,C9cb54d2048c0af2b3ad00752908f5e1629da1f9b,CC(C(=O)CO)C(=O)CC(=O)O
148,Cc492864c178f11c02a7c7be9a77850fedcf0d653,CC(C(=O)O)C(=O)C(=O)CO
149,C206b9511748739fe2d51c0f44712966a4977566f,CC(C(=O)O)C(=O)C(C)(C)CO
150,Cf93cc1020bf5c3675cb83ac07f6f709a01dec773,CC(C(=O)O)C(=O)CC(=O)CO
151,Cd730be3e742a6effc3a9c09c9c792e7d0803fd19,CC(C(=O)O)C(=O)CCCCCCCO
152,Ca5944807a4f25b275ba6f34e8be6dca104d007aa,CC(C(=O)O)C(=O)CCCCCO
153,C97250d7dcb2ce333aff28741cd30e097de240f12,CC(C(=O)O)C(=O)CCCO
154,Cec308004aea97d1525601a9dc0aa18f23ff7f2b4,CC(C(=O)O)C(=O)CCO
155,Cca3fcc44aaa16de312037fea364e38892eabfe9f,CC(C(=O)O)C(=O)CCOCCO
156,Cc61ce35ca1503a1c5f081a635fc38b86df629bee,CC(C(=O)O)C(=O)CO
157,C597875d1266dc0da589b2e00dcdee43d6e821d19,CC(C(=O)O)C(C)(C)CO
158,C4ddeb7069935b49ed43b7c6d483e1fe8e06b28e0,CC(C(=O)O)C(C)(C)OCCO
159,Cd8f4fe5e43e1db8ae9bbaf8b05898a39458598aa,CC(C(=O)O)c1ccc(=O)oc1CO
160,C179215eeaa98f3780dd4c914d4c87286349de866,CC(C(=O)O)c1ccc(CO)cc1
161,Ccca56909ff84f74524cef93481f128c0f604700c,CC(C(=O)O)c1ccc(CO)oc1=O
162,C340a210a2b45c2514a4ea310f1cc0fad954bdb86,CC(C(=O)O)c1cccc(CO)c1
163,Cb0e676edc67e27a1687e220cc866d520b70c02fe,CC(C)(C(=O)C(=O)O)C(O)c1ccccc1
164,C70ae0f9b85a8d5c5f7bd0331fcf77906f29b2ed7,CC(C)(C(=O)O)C(O)c1ccccc1
165,C15068f440c21703104e76726b89ad5028597c6b7,CC(C)(C(=O)O)C(O)c1ccco1
166,Ceb449473cb07282697bf5b929f9db404ee88163d,CC(C)(C)C(CC(=O)O)OCCO
167,Cbec94b2eafc5f743619d13b9213a321870ee6e08,CC(C)(C)C(O)C(=O)C(=O)O
168,C6727bc9b228e9b380ee1fe8c73a354bc30ebf1f2,CC(C)(C)C(O)C(=O)O
169,C4071ddab5c4f27ffcc752c5a947593eb352ca22a,CC(C)(C)C(O)CC(=O)C(=O)O
170,C66c2ed698e73967baee0977a9022c3f7b751571f,CC(C)(C)C(O)CC(=O)O
171,Cd6ef2a0920c8a9d2941c1397022be78d5f70287e,CC(C)(C)C(O)CCCCC(=O)O
172,C4b89a4ee03af0f7790a99b77b6727970a9d6ce68,CC(C)(C)C(O)OCCC(=O)O
173,C0bca7c26aba902495129ba8bfda4cb4aff04c7d1,CC(C)(C)C(O)c1ccc(C(=O)O)o1
174,C3d7e07dde991db4ab18c47ec917385133b4ec679,CC(C)(C)C(OCCO)C(=O)O
175,C32e3db93989cab5c774e96de331416781de1c379,CC(C)(C)CC(O)C(=O)O
176,Cc2dfd1274935e0de8da4fb8583e7a1d53d95fe3e,CC(C)(C)CC(OCCO)C(=O)O
177,C771f3460d18d7aa1cc72683ac5b812c45c3f5b56,CC(C)(C)CCC(O)CC(=O)O
178,Cef3d7b9304bcb816c8705ca15ffd6e9cb54f8297,CC(C)(C)OC(CC(=O)O)OCCO
179,C9b99b1a93edf83aa8c8492d4567dda74c7f05be4,CC(C)(C)OC(O)CC(=O)C(=O)O
180,Ce75b19bc193c3138ac6169db0ce3d120b095cd7f,CC(C)(C)OC(O)CC(=O)O
181,C6abe2279c5fb6527442641b7309ea82e1a91c800,CC(C)(C)OCC(O)CC(=O)O
182,Cb900313628672803ecb25043aa937b6565143238,CC(C)(C)c1ccc(C(O)C(=O)O)cc1
183,C3c16b06b853acb7374effd7fbd9f208a82ff2d2b,CC(C)(C)c1ccccc1OC(O)CC(=O)O
184,Ce635ee3316973539318c50d8a69214238996f7f1,CC(C)(C1OCCO1)C(O)C(=O)O
185,C69faa9f4ae3fc54670c787834afca8a3256d98c7,CC(C)(c1ccccc1)C(O)C(=O)O
186,C42b5ae71fdd81ee78481c04f12e024cb1d820ca0,CC(C)(c1ccccc1)C(O)CC(=O)O
187,Cf9bdc6fdcb01c16757b9b479c913e212510610c0,CC(C)C(=O)C(CC(=O)C(=O)O)OCCO
188,Ccdebf961df9ab76b9c9a281ab48ce7c76d7a1a13,CC(C)C(=O)C(CCC(=O)C(=O)O)OCCO
189,C808e6b09430a708cb4816bbe80a7f51bcac1b8b6,CC(C)C(=O)C(CO)C(=O)O
190,Cfe406f778b44ffcbc9db7c568f336f703a09656f,CC(C)C(=O)C(O)C(=O)O
191,Cafe63ab4513cdd4d562f0cf2a31566016d576ee3,CC(C)C(=O)C(O)CC(=O)C(=O)O
192,C2636c29fc7ac3b0dad9375d2f1e87ff282de817a,CC(C)C(=O)C(O)CC(=O)O
193,Cec6cd4f94193041375f2c0fc6150e48c6e4eb47d,CC(C)C(=O)C(O)CCC(=O)C(=O)O
194,Ce5e7d438b22c4c45c6227a0bd0b34a7ca6e73221,CC(C)C(=O)CC(CC(=O)C(=O)O)OCCO
195,C8012677ff2cc434c34d71fade9a9fd8f4bdfca4b,CC(C)C(=O)CC(O)C(=O)C(=O)O
196,C63a1e21d28260bfc8201e50351d90c10c42af45d,CC(C)C(=O)CC(O)C(=O)O
197,C6fac7debdbe7c34b5e050f76926aa6af0798269b,CC(C)C(=O)CC(O)CC(=O)C(=O)O
198,Caa4c43eb6ffdc29648c2ccc58a6b49451bb34f24,CC(C)C(=O)CC(O)CC(=O)O
199,C7052979f37bee03700836720d0b8ecd0c26f6553,CC(C)C(=O)CC(OCCO)C(=O)C(=O)O
200,C4c4ff626715c6e39396bc2ca86c8b4fdbb84bbdc,CC(C)C(=O)CCC(C)(OCCO)C(=O)O
201,C82a0b06a3a8005049046f70b3b9478871feedd8d,CC(C)C(C(=O)O)C(=O)CO
202,C35217a5cd2ddd6e8c51c1c28dcde006677e9fca6,CC(C)C(C)(CC(=O)C(=O)O)OCCO
203,C685dd163edf85233b93be41ba1f6388f5fbc5572,CC(C)C(C)(CC(=O)O)OCCO
204,C01b6c099c27997f17e80974a691e3fed0b48ca99,CC(C)C(C)(CCCO)C(=O)O
205,C6812787da132eb1337e1d9e93963b91939835497,CC(C)C(C)(CCCO)CC(=O)O
206,C1177cbf918499e393e2dc1bfc2d4af25ed4995f6,CC(C)C(C)(CCO)C(=O)O
207,C6f0838816175f3f2756843f6b81b0f6934e252e6,CC(C)C(C)(CO)C(=O)C(=O)O
208,C05aff790b8fc23318451a3e5c777731b60067ae3,CC(C)C(C)(CO)C(=O)O
209,C2518d2a43ac5ba5d93d1e85d274a048f0bcbf4b6,CC(C)C(C)(CO)CC(=O)O
210,Cc90c8c67301c960b36e565b327ec5185e33e95cc,CC(C)C(C)(OCCO)C(=O)O
211,C5c3e7283fc58a3336d839c430651b9a31f14c1a2,CC(C)C(CC(=O)C(=O)O)OCCO
212,Cf6bab4b470d0cec275f6f90ade336599fe722369,CC(C)C(CC(=O)O)OCCO
213,C8db042a4d498ae4f270692dc5d7a5c24513ef24e,CC(C)C(CCC(=O)CC(=O)O)C(=O)CO
214,C04d5322e3678ad627e5be637b94ba925def5a595,CC(C)C(CCC(=O)CO)CC(=O)O
215,Cd87d67b8de04734d5c50381bc6c489ddfcb7a1d3,CC(C)C(CCC(=O)O)C(=O)CO
216,C819073534f3222dc91734794b675fa62094dbe40,CC(C)C(CCCC(=O)C(=O)O)OCCO
217,Cbcb4070826706367726749a9ba922ed73a99d14c,CC(C)C(CCCC(=O)O)OCCO
218,Cbc30993c9f7529edab68388aafb38274c6f831a8,CC(C)C(CCCCC(=O)C(=O)O)OCCO
219,Cc0938a673345fb98808517092ffbba2e87b4b175,CC(C)C(CCCCC(=O)O)OCCO
220,C0631d8502754344ae3433e6f3174654ebd573c4e,CC(C)C(CCCCCC(=O)O)OCCO
221,C8e859a0198bb34ae4de9023cecfb11bc408a550c,CC(C)C(CCCCCCC(=O)O)OCCO
222,C4bf1e8ff66322c1fc2df164c0728d0abc4d888e6,CC(C)C(CCCCO)CC(=O)O
223,C7417b5a46e025a41dfe0439122edb034f7402cc8,CC(C)C(CCCO)C(=O)O
224,C9b2f7d274b6b6ed56d11e63eba8c9bd874b9e411,CC(C)C(CCO)C(=O)O
225,C3ed3ac857e8d8ec9ac6ea7c78187a7d011825895,CC(C)C(CCO)CC(=O)O
226,C3b28f354b2f7adf794cbc00f7780d631923394cf,CC(C)C(CCO)CCCC(=O)O
227,C4d6c809a5caa76b0842a5933cc927e119bf2eeaa,CC(C)C(CCOCCO)C(=O)O
228,C6bd57ad1a4c5a482b51709108235c22441c3b3aa,CC(C)C(CO)C(=O)C(=O)O
229,C28cdad0cc6f98e6f753bc4d7daf09216b498301c,CC(C)C(CO)C(=O)CC(=O)O
230,Cc72d3baf1d6412069e0a2420f4e4be0840235ea7,CC(C)C(CO)C(=O)O
231,Cc87e0d6bd2a33f1aa30d0b0225596542c43b7999,CC(C)C(CO)CC(=O)C(=O)O
232,C4542eef6e95876b44cb441b7ec0305d836c9f6f2,CC(C)C(CO)CC(=O)O
233,C817fe604119e638b9322beecb869594f5ac4fd4f,CC(C)C(CO)CCCC(=O)O
234,Ca345cf4f2c64312c97b5a86b6e68c4243014f35c,CC(C)C(CO)CCCCC(=O)O
235,C53bcf870a323597f09e1df8b24897c5f2c46fa1e,CC(C)C(CO)CCCCCC(=O)O
236,Ccb3e255852dc5dd84f4b98eb798af6f8bd9a1032,CC(C)C(CO)CCCCCCC(=O)O
237,C6a1a89fea8c7b9afd7737bf8fa67041e72120deb,CC(C)C(CO)OCCC(=O)O
238,Cf03ed5cfc71378ee9566ce0c3ec74ea6937a4d96,CC(C)C(COCCO)C(=O)O
239,C50407fad75b0580c28fca713ce9811fa8728fd4e,CC(C)C(COCCO)CC(=O)C(=O)O
240,Cc423acf0a0b5eb59befda2958b081188abd08c5a,CC(C)C(COCCO)CC(=O)O
241,C3704c0917220ceb78eaf3fda61a714066cafcccd,CC(C)C(O)C(=O)C(=O)C(=O)O
242,C43cb8ab8428e8f0401e262c4ef869e947cf756b3,CC(C)C(O)C(=O)C(=O)O
243,C25377f12a45d2693e909115cbacaeeda63e087d6,CC(C)C(O)C(=O)CC(=O)C(=O)O
244,Cf390ba6c1fb47a938decfdaa97380313119945ef,CC(C)C(O)C(=O)CC(=O)O
245,C5600fb2fcc2f847d5d8dee84ecaf5834f06b0ddd,CC(C)C(O)C(=O)O
246,C48c55c703fa19bf4573a2fbcfb40e4ff75bfb3ab,CC(C)C(O)CC(=O)C(=O)O
247,Cb9c7998a5390552da2f18a3f7b2d706570935026,CC(C)C(O)CC(=O)O
248,C7a39f0078211c36a086803287ba61f428cf90240,CC(C)C(O)CC(C)(C)CC(=O)O
249,Ca0a0cd946e988e714277d98a94442557faa6032f,CC(C)C(O)CCC(=O)O
250,Ce1c5d8e5bd09079128119da55b5a2000f8996ce1,CC(C)C(O)CCC(C)(C)C(=O)O
251,Cf84c934ef292bdb414cd6734d629d54d4cddd8e6,CC(C)C(O)CCC(C)(C)CC(=O)O
252,C9bf9e9e9bb964142b5adae1ff1b80439e0be9132,CC(C)C(O)CCCC(=O)C(=O)O
253,C10da508e409c3946299f76a72c7575f5bbfe7103,CC(C)C(O)CCCC(=O)O
254,C2eca060d16e2661473162631349b7a91351abdb8,CC(C)C(O)CCCCC(=O)C(=O)O
